pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6bpe	H	I	0	G	protein	NA	reticulocyte binding protein 2, putative	CELL INVASION	11/22/17	Plasmodium vivax reticulocyte binding protein 2b (PvRBP2b) bound to monoclonal antibody 6H1	PLASMODIUM VIVAX (STRAIN SALVADOR I); MUS MUSCULUS	mus musculus	mus musculus	plasmodium vivax (strain salvador i)	Gruszczyk, J., Chan, L.J., Tham, W.H.	3.34	X-RAY DIFFRACTION	0.367	0.318	False	False	IGHV5	IGKV6	Kappa	None	None	None	None	None
6bpe	B	C	0	A	protein	NA	reticulocyte binding protein 2, putative	CELL INVASION	11/22/17	Plasmodium vivax reticulocyte binding protein 2b (PvRBP2b) bound to monoclonal antibody 6H1	PLASMODIUM VIVAX (STRAIN SALVADOR I); MUS MUSCULUS	mus musculus	mus musculus	plasmodium vivax (strain salvador i)	Gruszczyk, J., Chan, L.J., Tham, W.H.	3.34	X-RAY DIFFRACTION	0.367	0.318	False	False	IGHV5	IGKV6	Kappa	None	None	None	None	None
3ve0	A	B	0	J | J | I	carbohydrate | protein | protein	NAG | NA | NA	N-ACETYL-D-GLUCOSAMINE | envelope glycoprotein | envelope glycoprotein	Immune system/viral protein	01/06/12	Crystal structure of Sudan Ebolavirus Glycoprotein (strain Boniface) bound to 16F6	SUDAN EBOLAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	sudan ebolavirus | sudan ebolavirus | sudan ebolavirus	Saphire, E.O., Bale, S., Dias, J.M.	3.353	X-RAY DIFFRACTION	0.289	0.222	False	False	IGHV5	IGKV6	Kappa	None	None	None
2fl5	H	L	0	H	Hapten	RBF	RIBOFLAVIN	IMMUNE SYSTEM	01/05/06	Cofactor-containing antibodies: Crystal structure of the original yellow antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhu, X., Wilson, I.A.	3.0	X-RAY DIFFRACTION	0.290	0.240	False	False	IGHV3	IGLV3	Lambda	None	None	None	None	None
2fl5	F	E	0	F	Hapten	RBF	RIBOFLAVIN	IMMUNE SYSTEM	01/05/06	Cofactor-containing antibodies: Crystal structure of the original yellow antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhu, X., Wilson, I.A.	3.0	X-RAY DIFFRACTION	0.290	0.240	False	False	IGHV3	IGLV3	Lambda	None	None	None	None	None
2fl5	D	C	0	D	Hapten	RBF	RIBOFLAVIN	IMMUNE SYSTEM	01/05/06	Cofactor-containing antibodies: Crystal structure of the original yellow antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhu, X., Wilson, I.A.	3.0	X-RAY DIFFRACTION	0.290	0.240	False	False	IGHV3	IGLV3	Lambda	None	None	None	None	None
2fl5	B	A	0	B	Hapten	RBF	RIBOFLAVIN	IMMUNE SYSTEM	01/05/06	Cofactor-containing antibodies: Crystal structure of the original yellow antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhu, X., Wilson, I.A.	3.0	X-RAY DIFFRACTION	0.290	0.240	False	False	IGHV3	IGLV3	Lambda	None	None	None	None	None
5xct	A	B	0	C	peptide	NA	c8 peptide	IMMUNE SYSTEM	03/23/17	Crystal structure of P20.1 Fv-clasp fragment with its antigen peptide	MUS MUSCULUS; HOMO SAPIENS; SYNTHETIC CONSTRUCT	mus musculus, homo sapiens	mus musculus, homo sapiens	homo sapiens	Arimori, T., Takagi, J.	1.17	X-RAY DIFFRACTION	0.185	0.152	False	True	IGHV9	IGLV1	Lambda	None	None	None	None	None
3qpx	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/14/11	Crystal structure of Fab C2507	HOMO SAPIENS, RATTUS NORVEGICUS	homo sapiens, rattus norvegicus	homo sapiens, rattus norvegicus		Luo, J., Teplyakov, A., Obmolova, O., Malia, T., Gilliland, G.L.	2.0	X-RAY DIFFRACTION	0.264	0.225	False	True	IGHV5	IGKV22	Kappa	None	None	None	None	None
8tmz	H	L	0	A	peptide	NA	stem helix peptide of spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/31/24	Crystal structure of MERS-CoV spike stem helix peptide in complex with neutralizing antibody CHM-27	Macaca mulatta; SYNTHETIC CONSTRUCT	macaca mulatta	macaca mulatta	middle east respiratory syndrome-relatedcoronavirus 	Yuan, M., Wilson, I.A.	1.8	X-RAY DIFFRACTION	0.294	0.245	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7sx7	H	L	0	G	protein	NA	clade a/e 93th057 hiv-1 gp120 core	IMMUNE SYSTEM/VIRAL PROTEIN	11/30/22	Crystal structure of broadly neutralizing antibody N49P9.3-FR3-3 Fab in complex with HIV-1 Clade A/E strain 93TH057 gp120 core	Homo; Homo sapiens; Human immunodeficiency virus 1	homo	homo sapiens	human immunodeficiency virus 1	Tolbert, W.D., Pazgier, M.	2.15	X-RAY DIFFRACTION	0.266	0.209	False	True	unknown	unknown	unknown	None	None	None	None	None
7sx7	B	C	0	A	protein	NA	clade a/e 93th057 hiv-1 gp120 core	IMMUNE SYSTEM/VIRAL PROTEIN	11/30/22	Crystal structure of broadly neutralizing antibody N49P9.3-FR3-3 Fab in complex with HIV-1 Clade A/E strain 93TH057 gp120 core	Homo; Homo sapiens; Human immunodeficiency virus 1	homo	homo sapiens	human immunodeficiency virus 1	Tolbert, W.D., Pazgier, M.	2.15	X-RAY DIFFRACTION	0.266	0.209	False	True	unknown	unknown	unknown	None	None	None	None	None
3v6o	C	E	0	A	protein	NA	leptin receptor	IMMUNE SYSTEM	12/20/11	Leptin Receptor-antibody complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Carpenter, B., Hemsworth, G.R., Ross, R.J., Artymiuk, P.J.	1.95	X-RAY DIFFRACTION	0.213	0.171	False	False	IGHV2	IGKV6	Kappa	None	None	None	None	None
3v6o	D	F	0	B	protein	NA	leptin receptor	IMMUNE SYSTEM	12/20/11	Leptin Receptor-antibody complex	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Carpenter, B., Hemsworth, G.R., Ross, R.J., Artymiuk, P.J.	1.95	X-RAY DIFFRACTION	0.213	0.171	False	False	IGHV2	IGKV6	Kappa	None	None	None	None	None
4ydl	B	C	0	A	protein	NA	envelope glycoprotein gp160,envelope glycoprotein gp160	IMMUNE SYSTEM	02/22/15	Crystal structure of broadly and potently neutralizing antibody C38-VRC18.02 in complex with HIV-1 clade AE strain 93TH057gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Srivatsan, S., Kwong, P.D.	1.8	X-RAY DIFFRACTION	0.207	0.174	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
4ydl	H	L	0	G	protein	NA	envelope glycoprotein gp160,envelope glycoprotein gp160	IMMUNE SYSTEM	02/22/15	Crystal structure of broadly and potently neutralizing antibody C38-VRC18.02 in complex with HIV-1 clade AE strain 93TH057gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Srivatsan, S., Kwong, P.D.	1.8	X-RAY DIFFRACTION	0.207	0.174	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
6b0n	D	E	0	G	protein	NA	envelope glycoprotein gp140	Viral protein/immune system	09/14/17	Crystal structure of the cleavage-independent prefusion HIV Env glycoprotein trimer of the clade A BG505 isolate (NFL construct) in complex with Fabs PGT122 and PGV19 at 3.39 A	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Sarkar, A., Irimia, A., Wilson, I.A.	3.4	X-RAY DIFFRACTION	0.346	0.335	False	True	unknown	IGLV2	Lambda	None	None	None	None	None
6b0n	H	L	0	G	protein	NA	envelope glycoprotein gp140	Viral protein/immune system	09/14/17	Crystal structure of the cleavage-independent prefusion HIV Env glycoprotein trimer of the clade A BG505 isolate (NFL construct) in complex with Fabs PGT122 and PGV19 at 3.39 A	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Sarkar, A., Irimia, A., Wilson, I.A.	3.4	X-RAY DIFFRACTION	0.346	0.335	False	True	IGHV4	unknown	unknown	None	None	None	None	None
6z06	H	L	0	A	protein	NA	envelope polyprotein	VIRAL PROTEIN	05/07/20	Crystal structure of Puumala virus Gc in complex with Fab 4G2	MYODES GLAREOLUS; PUUMALA ORTHOHANTAVIRUS	myodes glareolus	myodes glareolus	puumala orthohantavirus	Rissanen, I.R., Stass, R., Krumm, S.A., Seow, J., Hulswit, R.J.G., Paesen, G.C., Hepojoki, J., Vapalahti, O., Lundkvist, A., Reynard, O., Volchkov, V., Doores, K.J., Huiskonen, J.T., Bowden, T.A.	3.5	X-RAY DIFFRACTION	0.264	0.217	False	True	IGHV5	unknown	unknown	None	None	None	None	None
1uj3	B	A	0	C	protein	NA	tissue factor	IMMUNE SYSTEM/BLOOD CLOTTING	07/25/03	Crystal structure of a humanized Fab fragment of anti-tissue-factor antibody in complex with tissue factor	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ohto, U., Mizutani, R., Nakamura, M., Adachi, H., Satow, Y.	2.1	X-RAY DIFFRACTION	0.227	0.196	False	True	IGHV1	IGKV1D	Kappa	None	None	None	None	None
1ct8	B	A	0	D	Hapten	TAA	[4-(2,2,2-TRIFLUORO-ACETYLAMINO)-BENZYL]-PHOSPHONIC ACID MONO-[2-(2,2-DICHLORO-1-HYDROXY-ETHYLAMINO)-3-HYDROXY-1-(4-NITRO-PHENYL)-PROPYL] ESTER	IMMUNE SYSTEM	08/20/99	CATALYTIC ANTIBODY 7C8 COMPLEX	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Gigant, B., Tsumuraya, T., Fujii, I., Knossow, M.	2.2	X-RAY DIFFRACTION	0.275	0.211	False	False	IGHV1	IGKV5	Kappa	None	None	None	None	None
1ct8	D	C	0	D	Hapten	TAA	[4-(2,2,2-TRIFLUORO-ACETYLAMINO)-BENZYL]-PHOSPHONIC ACID MONO-[2-(2,2-DICHLORO-1-HYDROXY-ETHYLAMINO)-3-HYDROXY-1-(4-NITRO-PHENYL)-PROPYL] ESTER	IMMUNE SYSTEM	08/20/99	CATALYTIC ANTIBODY 7C8 COMPLEX	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Gigant, B., Tsumuraya, T., Fujii, I., Knossow, M.	2.2	X-RAY DIFFRACTION	0.275	0.211	False	False	IGHV1	IGKV5	Kappa	None	None	None	None	None
1b2w	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/01/98	COMPARISON OF THE THREE-DIMENSIONAL STRUCTURES OF A HUMANIZED AND A CHIMERIC FAB OF AN ANTI-GAMMA-INTERFERON ANTIBODY	MUS MUSCULUS, HOMO SAPIENS				Fan, Z., Shan, L., Goldsteen, B.Z., Guddat, L.W., Thakur, A., Landolfi, N.F., Co, M.S., Vasquez, M., Queen, C., Ramsland, P.A., Edmundson, A.B.	2.9	X-RAY DIFFRACTION	0.330	0.188	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None
4j6r	H	L	0	G	protein	NA	envelope glycoprotein gp160	viral protein/immune system	02/11/13	Crystal structure of broadly and potently neutralizing antibody VRC23 in complex with HIV-1 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Moquin, S., Kwong P.D.	1.64	X-RAY DIFFRACTION	0.198	0.164	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
8tq7	F	G	0	C	protein	NA	h-2 class i histocompatibility antigen, d-d alpha chain	IMMUNE SYSTEM	03/20/24	Crystal structure of Fab.34.2.12 in complex with MHC-I (H2-Dd)	Mus musculus; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	mus musculus	Jiang, J., Boyd, L.F., Natarajan, K., Margulies, D.H.	2.8	X-RAY DIFFRACTION	0.271	0.225	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
8tq7	H	L	0	A	protein	NA	h-2 class i histocompatibility antigen, d-d alpha chain	IMMUNE SYSTEM	03/20/24	Crystal structure of Fab.34.2.12 in complex with MHC-I (H2-Dd)	Mus musculus; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	mus musculus	Jiang, J., Boyd, L.F., Natarajan, K., Margulies, D.H.	2.8	X-RAY DIFFRACTION	0.271	0.225	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
5cd3	G	H	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/02/15	Structure of immature VRC01-class antibody DRVIA7	HOMO SAPIENS	homo sapiens	homo sapiens		Kong, L., Wilson, I.A.	2.9	X-RAY DIFFRACTION	0.284	0.234	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5cd3	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/02/15	Structure of immature VRC01-class antibody DRVIA7	HOMO SAPIENS	homo sapiens	homo sapiens		Kong, L., Wilson, I.A.	2.9	X-RAY DIFFRACTION	0.284	0.234	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5cd3	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/02/15	Structure of immature VRC01-class antibody DRVIA7	HOMO SAPIENS	homo sapiens	homo sapiens		Kong, L., Wilson, I.A.	2.9	X-RAY DIFFRACTION	0.284	0.234	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5cd3	E	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/02/15	Structure of immature VRC01-class antibody DRVIA7	HOMO SAPIENS	homo sapiens	homo sapiens		Kong, L., Wilson, I.A.	2.9	X-RAY DIFFRACTION	0.284	0.234	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6t9e	A	B	0	C	protein	NA	unknown	IMMUNE SYSTEM	10/28/19	Crystal structure of a bispecific DutaFab in complex with human PDGF	HOMO SAPIENS				Kimbung, R., Logan, D.T., Beckmann, R., Jensen, K., Speck, J., Fenn, S., Kettenberger, H.	2.989	X-RAY DIFFRACTION	0.304	0.253	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None
6t9e	H	L	0	D	protein	NA	unknown	IMMUNE SYSTEM	10/28/19	Crystal structure of a bispecific DutaFab in complex with human PDGF	HOMO SAPIENS				Kimbung, R., Logan, D.T., Beckmann, R., Jensen, K., Speck, J., Fenn, S., Kettenberger, H.	2.989	X-RAY DIFFRACTION	0.304	0.253	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None
1kcs	H	L	0	P	peptide	NA	ps1 peptide	IMMUNE SYSTEM	11/11/01	CRYSTAL STRUCTURE OF ANTIBODY PC282 IN COMPLEX WITH PS1 PEPTIDE	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Nair, D.T., Singh, K., Siddiqui, Z., Nayak, B.P., Rao, K.V.S., Salunke, D.M.	2.5	X-RAY DIFFRACTION	0.277	0.209	False	False	IGHV3	IGKV6	Kappa	None	None	None	None	None
6dwi	P	O	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/26/18	Structure of the 4462 Antibody Fab fragment bound to a Staphylococcus aureus wall techoic acid analog	HOMO SAPIENS	homo sapiens	homo sapiens		Fong, R., Lupardus, P.J.	2.39	X-RAY DIFFRACTION	0.249	0.203	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6dwi	N	M	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/26/18	Structure of the 4462 Antibody Fab fragment bound to a Staphylococcus aureus wall techoic acid analog	HOMO SAPIENS	homo sapiens	homo sapiens		Fong, R., Lupardus, P.J.	2.39	X-RAY DIFFRACTION	0.249	0.203	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6dwi	J	I	0	J	carbohydrate	HD4	4-O-[2-acetamido-2-deoxy-beta-D-glucopyranosyl]-1-O-phosphono-D-ribitol	IMMUNE SYSTEM	06/26/18	Structure of the 4462 Antibody Fab fragment bound to a Staphylococcus aureus wall techoic acid analog	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Fong, R., Lupardus, P.J.	2.39	X-RAY DIFFRACTION	0.249	0.203	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6dwi	F	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/26/18	Structure of the 4462 Antibody Fab fragment bound to a Staphylococcus aureus wall techoic acid analog	HOMO SAPIENS	homo sapiens	homo sapiens		Fong, R., Lupardus, P.J.	2.39	X-RAY DIFFRACTION	0.249	0.203	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6dwi	D	C	0	D	carbohydrate	HD4	4-O-[2-acetamido-2-deoxy-beta-D-glucopyranosyl]-1-O-phosphono-D-ribitol	IMMUNE SYSTEM	06/26/18	Structure of the 4462 Antibody Fab fragment bound to a Staphylococcus aureus wall techoic acid analog	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Fong, R., Lupardus, P.J.	2.39	X-RAY DIFFRACTION	0.249	0.203	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6dwi	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/26/18	Structure of the 4462 Antibody Fab fragment bound to a Staphylococcus aureus wall techoic acid analog	HOMO SAPIENS	homo sapiens	homo sapiens		Fong, R., Lupardus, P.J.	2.39	X-RAY DIFFRACTION	0.249	0.203	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6dwi	L	K	0	L	carbohydrate	HD4	4-O-[2-acetamido-2-deoxy-beta-D-glucopyranosyl]-1-O-phosphono-D-ribitol	IMMUNE SYSTEM	06/26/18	Structure of the 4462 Antibody Fab fragment bound to a Staphylococcus aureus wall techoic acid analog	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Fong, R., Lupardus, P.J.	2.39	X-RAY DIFFRACTION	0.249	0.203	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6dwi	H	G	0	H	carbohydrate	HD4	4-O-[2-acetamido-2-deoxy-beta-D-glucopyranosyl]-1-O-phosphono-D-ribitol	IMMUNE SYSTEM	06/26/18	Structure of the 4462 Antibody Fab fragment bound to a Staphylococcus aureus wall techoic acid analog	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Fong, R., Lupardus, P.J.	2.39	X-RAY DIFFRACTION	0.249	0.203	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7s13	I	M	0	C	protein	NA	t-cell surface protein tactile	IMMUNE SYSTEM	08/31/21	Crystal structure of Fab in complex with mouse CD96 dimer	RATTUS; MUS MUSCULUS	rattus	rattus	mus musculus	Lee, P.S., Barman, I., Strop, P.	2.12	X-RAY DIFFRACTION	0.265	0.217	False	True	IGHV2	IGLV3	Lambda	None	None	None	None	None
7s13	H	L	0	D	protein	NA	t-cell surface protein tactile	IMMUNE SYSTEM	08/31/21	Crystal structure of Fab in complex with mouse CD96 dimer	RATTUS; MUS MUSCULUS	rattus	rattus	mus musculus	Lee, P.S., Barman, I., Strop, P.	2.12	X-RAY DIFFRACTION	0.265	0.217	False	True	IGHV2	IGLV3	Lambda	None	None	None	None	None
4ydi	H	L	0	G	protein	NA	envelope glycoprotein gp160	IMMUNE SYSTEM	02/22/15	Crystal structure of broad and potently neutralizing VRC01-class antibody Z258-VRC27.01, isolated from human donor Z258, in complex with HIV-1 gp120 from clade A strain Q23.17	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Srivatsan, S., Kwong, P.D.	3.452	X-RAY DIFFRACTION	0.276	0.222	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3mj8	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/12/10	Crystal structure of HL4E10 Fab, a hamster Ab stimulatory for gammadelta T cells	CRICETULUS MIGRATORIUS	cricetulus migratorius	cricetulus migratorius		Verdino, P., Wilson, I.A.	2.94	X-RAY DIFFRACTION	0.281	0.227	False	False	IGHV2	IGLV3	Lambda	None	None	None	None	None
3mj8	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/12/10	Crystal structure of HL4E10 Fab, a hamster Ab stimulatory for gammadelta T cells	CRICETULUS MIGRATORIUS	cricetulus migratorius	cricetulus migratorius		Verdino, P., Wilson, I.A.	2.94	X-RAY DIFFRACTION	0.281	0.227	False	False	IGHV2	IGLV3	Lambda	None	None	None	None	None
5dfw	H	H	0	A	protein	NA	cd81 antigen	CELL ADHESION	08/27/15	CRYSTAL STRUCTURE OF HUMAN CD81 LARGE EXTRACELLULAR LOOP IN COMPLEX WITH SINGLE CHAIN FV FRAGMENT K13	MUS MUSCULUS; HOMO SAPIENS	mus musculus		homo sapiens	Harris, S.F., Villasenor, A., Kuglstatter, A.	2.33	X-RAY DIFFRACTION	0.264	0.190	True	True	unknown	unknown	unknown	None	None	None	None	None
4gw4	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/31/12	Crystal structure of 3BNC60 Fab with P61A mutation	HOMO SAPIENS	homo sapiens	homo sapiens		Diskin, R., Fu, B.Z., Bjorkman, P.J.	2.65	X-RAY DIFFRACTION	0.256	0.213	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4gw4	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/31/12	Crystal structure of 3BNC60 Fab with P61A mutation	HOMO SAPIENS	homo sapiens	homo sapiens		Diskin, R., Fu, B.Z., Bjorkman, P.J.	2.65	X-RAY DIFFRACTION	0.256	0.213	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5ldn	H	L	0	A	protein	NA	hexon protein,hexon capsid	VIRAL PROTEIN	06/27/16	A viral capsid:antibody complex	HUMAN ADENOVIRUS C SEROTYPE 5; HUMAN ADENOVIRUS 5; MUS MUSCULUS	mus musculus	mus musculus	human adenovirus c serotype 5, human adenovirus5 	James, L.	2.7	X-RAY DIFFRACTION	0.223	0.164	False	True	IGHV2	IGKV6	Kappa	None	None	None	None	None
6bfq	H	L	0	K	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	10/26/17	The mechanism of GM-CSF inhibition by human GM-CSF auto-antibodies	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Dhagat, U., Hercus, T.R., Broughton, S.E., Nero, T.L., Lopez, A.F., Parker, M.W.	2.6	X-RAY DIFFRACTION	0.264	0.230	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
6bfq	E	F	0	J	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	10/26/17	The mechanism of GM-CSF inhibition by human GM-CSF auto-antibodies	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Dhagat, U., Hercus, T.R., Broughton, S.E., Nero, T.L., Lopez, A.F., Parker, M.W.	2.6	X-RAY DIFFRACTION	0.264	0.230	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
6bfq	C	D	0	G	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	10/26/17	The mechanism of GM-CSF inhibition by human GM-CSF auto-antibodies	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Dhagat, U., Hercus, T.R., Broughton, S.E., Nero, T.L., Lopez, A.F., Parker, M.W.	2.6	X-RAY DIFFRACTION	0.264	0.230	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
6bfq	A	B	0	I	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	10/26/17	The mechanism of GM-CSF inhibition by human GM-CSF auto-antibodies	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Dhagat, U., Hercus, T.R., Broughton, S.E., Nero, T.L., Lopez, A.F., Parker, M.W.	2.6	X-RAY DIFFRACTION	0.264	0.230	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
6x1u	H	L	0	D	peptide	NA	aclyana-3-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC39-4) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R., Wilson, I.A., Hunter, T.	1.641	X-RAY DIFFRACTION	0.225	0.189	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6x1u	A	B	0	C	peptide	NA	aclyana-3-ptza peptide	IMMUNE SYSTEM	05/19/20	Structure of pHis Fab (SC39-4) in complex with pHis mimetic peptide	ORYCTOLAGUS CUNICULUS; SYNTHETIC CONSTRUCT	oryctolagus cuniculus	oryctolagus cuniculus	synthetic construct	Kalagiri, R., Stanfield, R., Wilson, I.A., Hunter, T.	1.641	X-RAY DIFFRACTION	0.225	0.189	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5wb9	H	L	0	G	protein	NA	clade a/e 93th057 hiv-1 gp120 core	VIRAL PROTEIN	06/28/17	Crystal structure of CD4 binding site antibody N60P23 in complex with HIV-1 clade A/E strain 93TH057 gp120 core	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Gohain, N., Tolbert, W., Pazgier, M.	2.4	X-RAY DIFFRACTION	0.258	0.213	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
4ocr	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/09/14	Crystal structure of human Fab CAP256-VRC26.01, a potent V1V2-directed HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Gorman, J., Doria-Rose, N.A., Schramm, C.A., Moore, P.L., Mascola, J.R., Shapiro, L., Morris, L., Kwong, P.D.	1.895	X-RAY DIFFRACTION	0.200	0.180	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5tih	H	L	0	A	protein	NA	cysteine-rich protective antigen	IMMUNE SYSTEM	10/03/16	Structural basis for inhibition of erythrocyte invasion by antibodies to Plasmodium falciparum protein CyRPA	PLASMODIUM FALCIPARUM; MUS MUSCULUS	mus musculus	mus musculus	plasmodium falciparum	Chen, L., Xu, Y., Wang, W., Thompson, J.K., Goddard-Borger, E., Lawrence, M.C., Cowman, A.F.	2.44	X-RAY DIFFRACTION	0.212	0.189	False	True	IGHV1	IGKV9	Kappa	None	None	None	None	None
2h32	H	A	0	B	protein	NA	immunoglobulin omega chain	IMMUNE SYSTEM	05/22/06	Crystal structure of the pre-B cell receptor	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Bankovich, A.J.	2.7	X-RAY DIFFRACTION	0.295	0.267	False	True	unknown	unknown	unknown	None	None	None	None	None
7fab	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	11/20/91	CRYSTAL STRUCTURE OF HUMAN IMMUNOGLOBULIN FRAGMENT FAB NEW REFINED AT 2.0 ANGSTROMS RESOLUTION	HOMO SAPIENS	homo sapiens	homo sapiens		Saul, F., Poljak, R.J.	2.0	X-RAY DIFFRACTION	unknown	0.169	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
